Price,Bids++,Asks++,Bid_Depth,Ask_Depth,Min_Bid_Ask,Selector_MCV,ln0_MCV,Bid_Surplus,Ask_Surplus,Abs_Delta,Check_on_Delta,S_Delta,Selector_MCI,MCV,Cliff_Value,Slack,Is_MCV_Tie,Is_Min_Delta,Clearing_Price
361,111,156,74578,35453,35453,0,0,39125,0,39125,0,0,0,55940,0,20487,0,0,497
362,137,152,74467,35605,35605,0,0,38862,0,38862,0,0,0,55940,0,20335,0,0,497
363,113,144,74330,35749,35749,0,0,38581,0,38581,0,0,0,55940,0,20191,0,0,497
364,135,145,74217,35894,35894,0,0,38323,0,38323,0,0,0,55940,0,20046,0,0,497
365,137,146,74082,36040,36040,0,0,38042,0,38042,0,0,0,55940,0,19900,0,0,497
366,140,136,73945,36176,36176,0,0,37769,0,37769,0,0,0,55940,0,19764,0,0,497
367,135,138,73805,36314,36314,0,0,37491,0,37491,0,0,0,55940,0,19626,0,0,497
368,134,158,73670,36472,36472,0,0,37198,0,37198,0,0,0,55940,0,19468,0,0,497
369,130,146,73536,36618,36618,0,0,36918,0,36918,0,0,0,55940,0,19322,0,0,497
370,135,140,73406,36758,36758,0,0,36648,0,36648,0,0,0,55940,0,19182,0,0,497
371,116,153,73271,36911,36911,0,0,36360,0,36360,0,0,0,55940,0,19029,0,0,497
372,128,160,73155,37071,37071,0,0,36084,0,36084,0,0,0,55940,0,18869,0,0,497
373,127,142,73027,37213,37213,0,0,35814,0,35814,0,0,0,55940,0,18727,0,0,497
374,138,163,72900,37376,37376,0,0,35524,0,35524,0,0,0,55940,0,18564,0,0,497
375,126,166,72762,37542,37542,0,0,35220,0,35220,0,0,0,55940,0,18398,0,0,497
376,124,154,72636,37696,37696,0,0,34940,0,34940,0,0,0,55940,0,18244,0,0,497
377,132,157,72512,37853,37853,0,0,34659,0,34659,0,0,0,55940,0,18087,0,0,497
378,121,135,72380,37988,37988,0,0,34392,0,34392,0,0,0,55940,0,17952,0,0,497
379,117,167,72259,38155,38155,0,0,34104,0,34104,0,0,0,55940,0,17785,0,0,497
380,128,147,72142,38302,38302,0,0,33840,0,33840,0,0,0,55940,0,17638,0,0,497
381,126,166,72014,38468,38468,0,0,33546,0,33546,0,0,0,55940,0,17472,0,0,497
382,121,154,71888,38622,38622,0,0,33266,0,33266,0,0,0,55940,0,17318,0,0,497
383,125,133,71767,38755,38755,0,0,33012,0,33012,0,0,0,55940,0,17185,0,0,497
384,125,135,71642,38890,38890,0,0,32752,0,32752,0,0,0,55940,0,17050,0,0,497
385,124,158,71517,39048,39048,0,0,32469,0,32469,0,0,0,55940,0,16892,0,0,497
386,126,154,71393,39202,39202,0,0,32191,0,32191,0,0,0,55940,0,16738,0,0,497
387,136,134,71267,39336,39336,0,0,31931,0,31931,0,0,0,55940,0,16604,0,0,497
388,124,160,71131,39496,39496,0,0,31635,0,31635,0,0,0,55940,0,16444,0,0,497
389,144,164,71007,39660,39660,0,0,31347,0,31347,0,0,0,55940,0,16280,0,0,497
390,144,151,70863,39811,39811,0,0,31052,0,31052,0,0,0,55940,0,16129,0,0,497
391,130,150,70719,39961,39961,0,0,30758,0,30758,0,0,0,55940,0,15979,0,0,497
392,125,134,70589,40095,40095,0,0,30494,0,30494,0,0,0,55940,0,15845,0,0,497
393,132,162,70464,40257,40257,0,0,30207,0,30207,0,0,0,55940,0,15683,0,0,497
394,142,145,70332,40402,40402,0,0,29930,0,29930,0,0,0,55940,0,15538,0,0,497
395,136,165,70190,40567,40567,0,0,29623,0,29623,0,0,0,55940,0,15373,0,0,497
396,141,147,70054,40714,40714,0,0,29340,0,29340,0,0,0,55940,0,15226,0,0,497
397,133,154,69913,40868,40868,0,0,29045,0,29045,0,0,0,55940,0,15072,0,0,497
398,136,143,69780,41011,41011,0,0,28769,0,28769,0,0,0,55940,0,14929,0,0,497
399,125,139,69644,41150,41150,0,0,28494,0,28494,0,0,0,55940,0,14790,0,0,497
400,140,162,69519,41312,41312,0,0,28207,0,28207,0,0,0,55940,0,14628,0,0,497
401,123,152,69379,41464,41464,0,0,27915,0,27915,0,0,0,55940,0,14476,0,0,497
402,139,153,69256,41617,41617,0,0,27639,0,27639,0,0,0,55940,0,14323,0,0,497
403,144,169,69117,41786,41786,0,0,27331,0,27331,0,0,0,55940,0,14154,0,0,497
404,121,169,68973,41955,41955,0,0,27018,0,27018,0,0,0,55940,0,13985,0,0,497
405,137,165,68852,42120,42120,0,0,26732,0,26732,0,0,0,55940,0,13820,0,0,497
406,120,140,68715,42260,42260,0,0,26455,0,26455,0,0,0,55940,0,13680,0,0,497
407,141,155,68595,42415,42415,0,0,26180,0,26180,0,0,0,55940,0,13525,0,0,497
408,120,166,68454,42581,42581,0,0,25873,0,25873,0,0,0,55940,0,13359,0,0,497
409,148,147,68334,42728,42728,0,0,25606,0,25606,0,0,0,55940,0,13212,0,0,497
410,122,137,68186,42865,42865,0,0,25321,0,25321,0,0,0,55940,0,13075,0,0,497
411,149,163,68064,43028,43028,0,0,25036,0,25036,0,0,0,55940,0,12912,0,0,497
412,144,151,67915,43179,43179,0,0,24736,0,24736,0,0,0,55940,0,12761,0,0,497
413,138,154,67771,43333,43333,0,0,24438,0,24438,0,0,0,55940,0,12607,0,0,497
414,144,169,67633,43502,43502,0,0,24131,0,24131,0,0,0,55940,0,12438,0,0,497
415,145,156,67489,43658,43658,0,0,23831,0,23831,0,0,0,55940,0,12282,0,0,497
416,150,149,67344,43807,43807,0,0,23537,0,23537,0,0,0,55940,0,12133,0,0,497
417,127,147,67194,43954,43954,0,0,23240,0,23240,0,0,0,55940,0,11986,0,0,497
418,138,149,67067,44103,44103,0,0,22964,0,22964,0,0,0,55940,0,11837,0,0,497
419,122,138,66929,44241,44241,0,0,22688,0,22688,0,0,0,55940,0,11699,0,0,497
420,140,162,66807,44403,44403,0,0,22404,0,22404,0,0,0,55940,0,11537,0,0,497
421,125,164,66667,44567,44567,0,0,22100,0,22100,0,0,0,55940,0,11373,0,0,497
422,138,144,66542,44711,44711,0,0,21831,0,21831,0,0,0,55940,0,11229,0,0,497
423,139,145,66404,44856,44856,0,0,21548,0,21548,0,0,0,55940,0,11084,0,0,497
424,135,165,66265,45021,45021,0,0,21244,0,21244,0,0,0,55940,0,10919,0,0,497
425,137,134,66130,45155,45155,0,0,20975,0,20975,0,0,0,55940,0,10785,0,0,497
426,145,152,65993,45307,45307,0,0,20686,0,20686,0,0,0,55940,0,10633,0,0,497
427,147,150,65848,45457,45457,0,0,20391,0,20391,0,0,0,55940,0,10483,0,0,497
428,137,158,65701,45615,45615,0,0,20086,0,20086,0,0,0,55940,0,10325,0,0,497
429,140,139,65564,45754,45754,0,0,19810,0,19810,0,0,0,55940,0,10186,0,0,497
430,152,158,65424,45912,45912,0,0,19512,0,19512,0,0,0,55940,0,10028,0,0,497
431,125,147,65272,46059,46059,0,0,19213,0,19213,0,0,0,55940,0,9881,0,0,497
432,125,156,65147,46215,46215,0,0,18932,0,18932,0,0,0,55940,0,9725,0,0,497
433,124,135,65022,46350,46350,0,0,18672,0,18672,0,0,0,55940,0,9590,0,0,497
434,143,150,64898,46500,46500,0,0,18398,0,18398,0,0,0,55940,0,9440,0,0,497
435,135,152,64755,46652,46652,0,0,18103,0,18103,0,0,0,55940,0,9288,0,0,497
436,147,141,64620,46793,46793,0,0,17827,0,17827,0,0,0,55940,0,9147,0,0,497
437,144,138,64473,46931,46931,0,0,17542,0,17542,0,0,0,55940,0,9009,0,0,497
438,133,140,64329,47071,47071,0,0,17258,0,17258,0,0,0,55940,0,8869,0,0,497
439,152,145,64196,47216,47216,0,0,16980,0,16980,0,0,0,55940,0,8724,0,0,497
440,147,136,64044,47352,47352,0,0,16692,0,16692,0,0,0,55940,0,8588,0,0,497
441,131,167,63897,47519,47519,0,0,16378,0,16378,0,0,0,55940,0,8421,0,0,497
442,134,148,63766,47667,47667,0,0,16099,0,16099,0,0,0,55940,0,8273,0,0,497
443,133,162,63632,47829,47829,0,0,15803,0,15803,0,0,0,55940,0,8111,0,0,497
444,128,168,63499,47997,47997,0,0,15502,0,15502,0,0,0,55940,0,7943,0,0,497
445,128,136,63371,48133,48133,0,0,15238,0,15238,0,0,0,55940,0,7807,0,0,497
446,154,156,63243,48289,48289,0,0,14954,0,14954,0,0,0,55940,0,7651,0,0,497
447,138,164,63089,48453,48453,0,0,14636,0,14636,0,0,0,55940,0,7487,0,0,497
448,136,155,62951,48608,48608,0,0,14343,0,14343,0,0,0,55940,0,7332,0,0,497
449,148,148,62815,48756,48756,0,0,14059,0,14059,0,0,0,55940,0,7184,0,0,497
450,142,148,62667,48904,48904,0,0,13763,0,13763,0,0,0,55940,0,7036,0,0,497
451,155,134,62525,49038,49038,0,0,13487,0,13487,0,0,0,55940,0,6902,0,0,497
452,150,152,62370,49190,49190,0,0,13180,0,13180,0,0,0,55940,0,6750,0,0,497
453,140,168,62220,49358,49358,0,0,12862,0,12862,0,0,0,55940,0,6582,0,0,497
454,136,167,62080,49525,49525,0,0,12555,0,12555,0,0,0,55940,0,6415,0,0,497
455,157,134,61944,49659,49659,0,0,12285,0,12285,0,0,0,55940,0,6281,0,0,497
456,148,158,61787,49817,49817,0,0,11970,0,11970,0,0,0,55940,0,6123,0,0,497
457,156,143,61639,49960,49960,0,0,11679,0,11679,0,0,0,55940,0,5980,0,0,497
458,128,164,61483,50124,50124,0,0,11359,0,11359,0,0,0,55940,0,5816,0,0,497
459,153,134,61355,50258,50258,0,0,11097,0,11097,0,0,0,55940,0,5682,0,0,497
460,146,165,61202,50423,50423,0,0,10779,0,10779,0,0,0,55940,0,5517,0,0,497
461,128,162,61056,50585,50585,0,0,10471,0,10471,0,0,0,55940,0,5355,0,0,497
462,144,136,60928,50721,50721,0,0,10207,0,10207,0,0,0,55940,0,5219,0,0,497
463,148,134,60784,50855,50855,0,0,9929,0,9929,0,0,0,55940,0,5085,0,0,497
464,125,161,60636,51016,51016,0,0,9620,0,9620,0,0,0,55940,0,4924,0,0,497
465,140,137,60511,51153,51153,0,0,9358,0,9358,0,0,0,55940,0,4787,0,0,497
466,153,151,60371,51304,51304,0,0,9067,0,9067,0,0,0,55940,0,4636,0,0,497
467,135,164,60218,51468,51468,0,0,8750,0,8750,0,0,0,55940,0,4472,0,0,497
468,141,152,60083,51620,51620,0,0,8463,0,8463,0,0,0,55940,0,4320,0,0,497
469,140,145,59942,51765,51765,0,0,8177,0,8177,0,0,0,55940,0,4175,0,0,497
470,135,147,59802,51912,51912,0,0,7890,0,7890,0,0,0,55940,0,4028,0,0,497
471,156,133,59667,52045,52045,0,0,7622,0,7622,0,0,0,55940,0,3895,0,0,497
472,152,165,59511,52210,52210,0,0,7301,0,7301,0,0,0,55940,0,3730,0,0,497
473,129,142,59359,52352,52352,0,0,7007,0,7007,0,0,0,55940,0,3588,0,0,497
474,159,137,59230,52489,52489,0,0,6741,0,6741,0,0,0,55940,0,3451,0,0,497
475,156,141,59071,52630,52630,0,0,6441,0,6441,0,0,0,55940,0,3310,0,0,497
476,135,165,58915,52795,52795,0,0,6120,0,6120,0,0,0,55940,0,3145,0,0,497
477,154,134,58780,52929,52929,0,0,5851,0,5851,0,0,0,55940,0,3011,0,0,497
478,129,161,58626,53090,53090,0,0,5536,0,5536,0,0,0,55940,0,2850,0,0,497
479,160,155,58497,53245,53245,0,0,5252,0,5252,0,0,0,55940,0,2695,0,0,497
480,149,160,58337,53405,53405,0,0,4932,0,4932,0,0,0,55940,0,2535,0,0,497
481,148,165,58188,53570,53570,0,0,4618,0,4618,0,0,0,55940,0,2370,0,0,497
482,129,160,58040,53730,53730,0,0,4310,0,4310,0,0,0,55940,0,2210,0,0,497
483,157,163,57911,53893,53893,0,0,4018,0,4018,0,0,0,55940,0,2047,0,0,497
484,127,134,57754,54027,54027,0,0,3727,0,3727,0,0,0,55940,0,1913,0,0,497
485,134,158,57627,54185,54185,0,0,3442,0,3442,0,0,0,55940,0,1755,0,0,497
486,131,149,57493,54334,54334,0,0,3159,0,3159,0,0,0,55940,0,1606,0,0,497
487,153,149,57362,54483,54483,0,0,2879,0,2879,0,0,0,55940,0,1457,0,0,497
488,133,161,57209,54644,54644,0,0,2565,0,2565,0,0,0,55940,0,1296,0,0,497
489,158,163,57076,54807,54807,0,0,2269,0,2269,0,0,0,55940,0,1133,0,0,497
490,149,154,56918,54961,54961,0,0,1957,0,1957,0,0,0,55940,0,979,0,0,497
491,128,146,56769,55107,55107,0,0,1662,0,1662,0,0,0,55940,0,833,0,0,497
492,127,145,56641,55252,55252,0,0,1389,0,1389,0,0,0,55940,0,688,0,0,497
493,128,142,56514,55394,55394,0,0,1120,0,1120,0,0,0,55940,0,546,0,0,497
494,148,141,56386,55535,55535,0,0,851,0,851,0,0,0,55940,0,405,0,0,497
495,154,142,56238,55677,55677,0,0,561,0,561,0,0,0,55940,0,263,0,0,497
496,144,132,56084,55809,55809,0,0,275,0,275,0,0,0,55940,275,131,0,0,497
497,0,131,55940,55940,55940,1,55940,0,0,0,1,0,1,55940,0,0,1,1,497
498,0,157,55940,56097,55940,1,55940,0,157,157,0,157,0,55940,0,0,1,0,497
499,28087,151,55940,56248,55940,1,55940,0,308,308,0,308,0,55940,0,0,1,0,497
500,79,160,27853,56408,27853,0,0,0,28555,28555,0,0,0,55940,28555,28087,0,0,497
501,77,149,27774,56557,27774,0,0,0,28783,28783,0,0,0,55940,0,28166,0,0,497
502,75,129,27697,56686,27697,0,0,0,28989,28989,0,0,0,55940,0,28243,0,0,497
503,78,133,27622,56819,27622,0,0,0,29197,29197,0,0,0,55940,0,28318,0,0,497
504,64,135,27544,56954,27544,0,0,0,29410,29410,0,0,0,55940,0,28396,0,0,497
505,67,161,27480,57115,27480,0,0,0,29635,29635,0,0,0,55940,0,28460,0,0,497
506,65,135,27413,57250,27413,0,0,0,29837,29837,0,0,0,55940,0,28527,0,0,497
507,72,145,27348,57395,27348,0,0,0,30047,30047,0,0,0,55940,0,28592,0,0,497
508,76,159,27276,57554,27276,0,0,0,30278,30278,0,0,0,55940,0,28664,0,0,497
509,74,161,27200,57715,27200,0,0,0,30515,30515,0,0,0,55940,0,28740,0,0,497
510,78,135,27126,57850,27126,0,0,0,30724,30724,0,0,0,55940,0,28814,0,0,497
511,66,128,27048,57978,27048,0,0,0,30930,30930,0,0,0,55940,0,28892,0,0,497
512,76,132,26982,58110,26982,0,0,0,31128,31128,0,0,0,55940,0,28958,0,0,497
513,67,128,26906,58238,26906,0,0,0,31332,31332,0,0,0,55940,0,29034,0,0,497
514,68,133,26839,58371,26839,0,0,0,31532,31532,0,0,0,55940,0,29101,0,0,497
515,76,145,26771,58516,26771,0,0,0,31745,31745,0,0,0,55940,0,29169,0,0,497
516,80,157,26695,58673,26695,0,0,0,31978,31978,0,0,0,55940,0,29245,0,0,497
517,74,144,26615,58817,26615,0,0,0,32202,32202,0,0,0,55940,0,29325,0,0,497
518,64,147,26541,58964,26541,0,0,0,32423,32423,0,0,0,55940,0,29399,0,0,497
519,74,132,26477,59096,26477,0,0,0,32619,32619,0,0,0,55940,0,29463,0,0,497
520,64,153,26403,59249,26403,0,0,0,32846,32846,0,0,0,55940,0,29537,0,0,497
521,79,146,26339,59395,26339,0,0,0,33056,33056,0,0,0,55940,0,29601,0,0,497
522,76,154,26260,59549,26260,0,0,0,33289,33289,0,0,0,55940,0,29680,0,0,497
523,66,157,26184,59706,26184,0,0,0,33522,33522,0,0,0,55940,0,29756,0,0,497
524,65,136,26118,59842,26118,0,0,0,33724,33724,0,0,0,55940,0,29822,0,0,497
525,67,128,26053,59970,26053,0,0,0,33917,33917,0,0,0,55940,0,29887,0,0,497
526,81,132,25986,60102,25986,0,0,0,34116,34116,0,0,0,55940,0,29954,0,0,497
527,71,139,25905,60241,25905,0,0,0,34336,34336,0,0,0,55940,0,30035,0,0,497
528,77,156,25834,60397,25834,0,0,0,34563,34563,0,0,0,55940,0,30106,0,0,497
529,75,137,25757,60534,25757,0,0,0,34777,34777,0,0,0,55940,0,30183,0,0,497
530,73,150,25682,60684,25682,0,0,0,35002,35002,0,0,0,55940,0,30258,0,0,497
531,66,142,25609,60826,25609,0,0,0,35217,35217,0,0,0,55940,0,30331,0,0,497
532,80,130,25543,60956,25543,0,0,0,35413,35413,0,0,0,55940,0,30397,0,0,497
533,69,134,25463,61090,25463,0,0,0,35627,35627,0,0,0,55940,0,30477,0,0,497
534,74,145,25394,61235,25394,0,0,0,35841,35841,0,0,0,55940,0,30546,0,0,497
535,76,145,25320,61380,25320,0,0,0,36060,36060,0,0,0,55940,0,30620,0,0,497
536,75,137,25244,61517,25244,0,0,0,36273,36273,0,0,0,55940,0,30696,0,0,497
537,80,130,25169,61647,25169,0,0,0,36478,36478,0,0,0,55940,0,30771,0,0,497
538,66,147,25089,61794,25089,0,0,0,36705,36705,0,0,0,55940,0,30851,0,0,497
539,72,128,25023,61922,25023,0,0,0,36899,36899,0,0,0,55940,0,30917,0,0,497
540,70,153,24951,62075,24951,0,0,0,37124,37124,0,0,0,55940,0,30989,0,0,497
541,72,128,24881,62203,24881,0,0,0,37322,37322,0,0,0,55940,0,31059,0,0,497
542,66,125,24809,62328,24809,0,0,0,37519,37519,0,0,0,55940,0,31131,0,0,497
543,66,138,24743,62466,24743,0,0,0,37723,37723,0,0,0,55940,0,31197,0,0,497
544,68,139,24677,62605,24677,0,0,0,37928,37928,0,0,0,55940,0,31263,0,0,497
545,69,138,24609,62743,24609,0,0,0,38134,38134,0,0,0,55940,0,31331,0,0,497
546,71,135,24540,62878,24540,0,0,0,38338,38338,0,0,0,55940,0,31400,0,0,497
547,74,154,24469,63032,24469,0,0,0,38563,38563,0,0,0,55940,0,31471,0,0,497
548,74,137,24395,63169,24395,0,0,0,38774,38774,0,0,0,55940,0,31545,0,0,497
549,71,136,24321,63305,24321,0,0,0,38984,38984,0,0,0,55940,0,31619,0,0,497
550,70,134,24250,63439,24250,0,0,0,39189,39189,0,0,0,55940,0,31690,0,0,497
551,67,122,24180,63561,24180,0,0,0,39381,39381,0,0,0,55940,0,31760,0,0,497
552,74,139,24113,63700,24113,0,0,0,39587,39587,0,0,0,55940,0,31827,0,0,497
553,69,127,24039,63827,24039,0,0,0,39788,39788,0,0,0,55940,0,31901,0,0,497
554,64,140,23970,63967,23970,0,0,0,39997,39997,0,0,0,55940,0,31970,0,0,497
555,71,121,23906,64088,23906,0,0,0,40182,40182,0,0,0,55940,0,32034,0,0,497
556,71,151,23835,64239,23835,0,0,0,40404,40404,0,0,0,55940,0,32105,0,0,497
557,67,134,23764,64373,23764,0,0,0,40609,40609,0,0,0,55940,0,32176,0,0,497
558,73,148,23697,64521,23697,0,0,0,40824,40824,0,0,0,55940,0,32243,0,0,497
559,73,134,23624,64655,23624,0,0,0,41031,41031,0,0,0,55940,0,32316,0,0,497
560,75,120,23551,64775,23551,0,0,0,41224,41224,0,0,0,55940,0,32389,0,0,497
561,74,145,23476,64920,23476,0,0,0,41444,41444,0,0,0,55940,0,32464,0,0,497
562,74,139,23402,65059,23402,0,0,0,41657,41657,0,0,0,55940,0,32538,0,0,497
563,69,143,23328,65202,23328,0,0,0,41874,41874,0,0,0,55940,0,32612,0,0,497
564,77,131,23259,65333,23259,0,0,0,42074,42074,0,0,0,55940,0,32681,0,0,497
565,73,138,23182,65471,23182,0,0,0,42289,42289,0,0,0,55940,0,32758,0,0,497
566,70,145,23109,65616,23109,0,0,0,42507,42507,0,0,0,55940,0,32831,0,0,497
567,74,137,23039,65753,23039,0,0,0,42714,42714,0,0,0,55940,0,32901,0,0,497
568,69,128,22965,65881,22965,0,0,0,42916,42916,0,0,0,55940,0,32975,0,0,497
569,72,138,22896,66019,22896,0,0,0,43123,43123,0,0,0,55940,0,33044,0,0,497
570,76,138,22824,66157,22824,0,0,0,43333,43333,0,0,0,55940,0,33116,0,0,497
571,78,147,22748,66304,22748,0,0,0,43556,43556,0,0,0,55940,0,33192,0,0,497
572,79,128,22670,66432,22670,0,0,0,43762,43762,0,0,0,55940,0,33270,0,0,497
573,72,129,22591,66561,22591,0,0,0,43970,43970,0,0,0,55940,0,33349,0,0,497
574,72,141,22519,66702,22519,0,0,0,44183,44183,0,0,0,55940,0,33421,0,0,497
575,77,131,22447,66833,22447,0,0,0,44386,44386,0,0,0,55940,0,33493,0,0,497
576,68,139,22370,66972,22370,0,0,0,44602,44602,0,0,0,55940,0,33570,0,0,497
577,77,130,22302,67102,22302,0,0,0,44800,44800,0,0,0,55940,0,33638,0,0,497
578,71,122,22225,67224,22225,0,0,0,44999,44999,0,0,0,55940,0,33715,0,0,497
579,65,138,22154,67362,22154,0,0,0,45208,45208,0,0,0,55940,0,33786,0,0,497
580,64,119,22089,67481,22089,0,0,0,45392,45392,0,0,0,55940,0,33851,0,0,497
581,77,121,22025,67602,22025,0,0,0,45577,45577,0,0,0,55940,0,33915,0,0,497
582,64,134,21948,67736,21948,0,0,0,45788,45788,0,0,0,55940,0,33992,0,0,497
583,67,137,21884,67873,21884,0,0,0,45989,45989,0,0,0,55940,0,34056,0,0,497
584,68,141,21817,68014,21817,0,0,0,46197,46197,0,0,0,55940,0,34123,0,0,497
585,65,122,21749,68136,21749,0,0,0,46387,46387,0,0,0,55940,0,34191,0,0,497
586,68,117,21684,68253,21684,0,0,0,46569,46569,0,0,0,55940,0,34256,0,0,497
587,75,143,21616,68396,21616,0,0,0,46780,46780,0,0,0,55940,0,34324,0,0,497
588,63,118,21541,68514,21541,0,0,0,46973,46973,0,0,0,55940,0,34399,0,0,497
589,76,119,21478,68633,21478,0,0,0,47155,47155,0,0,0,55940,0,34462,0,0,497
590,77,121,21402,68754,21402,0,0,0,47352,47352,0,0,0,55940,0,34538,0,0,497
591,69,128,21325,68882,21325,0,0,0,47557,47557,0,0,0,55940,0,34615,0,0,497
592,65,139,21256,69021,21256,0,0,0,47765,47765,0,0,0,55940,0,34684,0,0,497
593,72,135,21191,69156,21191,0,0,0,47965,47965,0,0,0,55940,0,34749,0,0,497
594,64,133,21119,69289,21119,0,0,0,48170,48170,0,0,0,55940,0,34821,0,0,497
595,68,117,21055,69406,21055,0,0,0,48351,48351,0,0,0,55940,0,34885,0,0,497
596,78,122,20987,69528,20987,0,0,0,48541,48541,0,0,0,55940,0,34953,0,0,497
597,79,125,20909,69653,20909,0,0,0,48744,48744,0,0,0,55940,0,35031,0,0,497
598,75,115,20830,69768,20830,0,0,0,48938,48938,0,0,0,55940,0,35110,0,0,497
599,67,119,20755,69887,20755,0,0,0,49132,49132,0,0,0,55940,0,35185,0,0,497
600,73,120,20688,70007,20688,0,0,0,49319,49319,0,0,0,55940,0,35252,0,0,497
601,74,114,20615,70121,20615,0,0,0,49506,49506,0,0,0,55940,0,35325,0,0,497
602,68,126,20541,70247,20541,0,0,0,49706,49706,0,0,0,55940,0,35399,0,0,497
603,73,131,20473,70378,20473,0,0,0,49905,49905,0,0,0,55940,0,35467,0,0,497
604,62,111,20400,70489,20400,0,0,0,50089,50089,0,0,0,55940,0,35540,0,0,497
605,65,123,20338,70612,20338,0,0,0,50274,50274,0,0,0,55940,0,35602,0,0,497
606,70,132,20273,70744,20273,0,0,0,50471,50471,0,0,0,55940,0,35667,0,0,497
607,64,131,20203,70875,20203,0,0,0,50672,50672,0,0,0,55940,0,35737,0,0,497
608,64,133,20139,71008,20139,0,0,0,50869,50869,0,0,0,55940,0,35801,0,0,497
609,75,121,20075,71129,20075,0,0,0,51054,51054,0,0,0,55940,0,35865,0,0,497
610,78,132,20000,71261,20000,0,0,0,51261,51261,0,0,0,55940,0,35940,0,0,497
611,71,115,19922,71376,19922,0,0,0,51454,51454,0,0,0,55940,0,36018,0,0,497
612,75,118,19851,71494,19851,0,0,0,51643,51643,0,0,0,55940,0,36089,0,0,497
613,78,112,19776,71606,19776,0,0,0,51830,51830,0,0,0,55940,0,36164,0,0,497
614,64,121,19698,71727,19698,0,0,0,52029,52029,0,0,0,55940,0,36242,0,0,497
615,69,118,19634,71845,19634,0,0,0,52211,52211,0,0,0,55940,0,36306,0,0,497
616,68,114,19565,71959,19565,0,0,0,52394,52394,0,0,0,55940,0,36375,0,0,497
617,62,128,19497,72087,19497,0,0,0,52590,52590,0,0,0,55940,0,36443,0,0,497
618,74,115,19435,72202,19435,0,0,0,52767,52767,0,0,0,55940,0,36505,0,0,497
619,68,114,19361,72316,19361,0,0,0,52955,52955,0,0,0,55940,0,36579,0,0,497
620,69,109,19293,72425,19293,0,0,0,53132,53132,0,0,0,55940,0,36647,0,0,497
621,63,118,19224,72543,19224,0,0,0,53319,53319,0,0,0,55940,0,36716,0,0,497
622,64,114,19161,72657,19161,0,0,0,53496,53496,0,0,0,55940,0,36779,0,0,497
623,76,116,19097,72773,19097,0,0,0,53676,53676,0,0,0,55940,0,36843,0,0,497
624,61,111,19021,72884,19021,0,0,0,53863,53863,0,0,0,55940,0,36919,0,0,497
625,64,126,18960,73010,18960,0,0,0,54050,54050,0,0,0,55940,0,36980,0,0,497
626,65,131,18896,73141,18896,0,0,0,54245,54245,0,0,0,55940,0,37044,0,0,497
627,68,118,18831,73259,18831,0,0,0,54428,54428,0,0,0,55940,0,37109,0,0,497
628,70,122,18763,73381,18763,0,0,0,54618,54618,0,0,0,55940,0,37177,0,0,497
629,68,128,18693,73509,18693,0,0,0,54816,54816,0,0,0,55940,0,37247,0,0,497
630,62,131,18625,73640,18625,0,0,0,55015,55015,0,0,0,55940,0,37315,0,0,497
631,64,120,18563,73760,18563,0,0,0,55197,55197,0,0,0,55940,0,37377,0,0,497
632,74,128,18499,73888,18499,0,0,0,55389,55389,0,0,0,55940,0,37441,0,0,497
633,70,128,18425,74016,18425,0,0,0,55591,55591,0,0,0,55940,0,37515,0,0,497
634,71,124,18355,74140,18355,0,0,0,55785,55785,0,0,0,55940,0,37585,0,0,497
635,71,115,18284,74255,18284,0,0,0,55971,55971,0,0,0,55940,0,37656,0,0,497
636,72,104,18213,74359,18213,0,0,0,56146,56146,0,0,0,55940,0,37727,0,0,497
637,61,102,18141,74461,18141,0,0,0,56320,56320,0,0,0,55940,0,37799,0,0,497
638,66,115,18080,74576,18080,0,0,0,56496,56496,0,0,0,55940,0,37860,0,0,497
639,68,115,18014,74691,18014,0,0,0,56677,56677,0,0,0,55940,0,37926,0,0,497
640,65,112,17946,74803,17946,0,0,0,56857,56857,0,0,0,55940,0,37994,0,0,497
641,73,116,17881,74919,17881,0,0,0,57038,57038,0,0,0,55940,0,38059,0,0,497
642,67,116,17808,75035,17808,0,0,0,57227,57227,0,0,0,55940,0,38132,0,0,497
643,72,123,17741,75158,17741,0,0,0,57417,57417,0,0,0,55940,0,38199,0,0,497
644,73,103,17669,75261,17669,0,0,0,57592,57592,0,0,0,55940,0,38271,0,0,497
645,67,106,17596,75367,17596,0,0,0,57771,57771,0,0,0,55940,0,38344,0,0,497
646,74,121,17529,75488,17529,0,0,0,57959,57959,0,0,0,55940,0,38411,0,0,497
647,68,122,17455,75610,17455,0,0,0,58155,58155,0,0,0,55940,0,38485,0,0,497
648,73,126,17387,75736,17387,0,0,0,58349,58349,0,0,0,55940,0,38553,0,0,497
649,64,122,17314,75858,17314,0,0,0,58544,58544,0,0,0,55940,0,38626,0,0,497
650,67,122,17250,75980,17250,0,0,0,58730,58730,0,0,0,55940,0,38690,0,0,497
651,67,107,17183,76087,17183,0,0,0,58904,58904,0,0,0,55940,0,38757,0,0,497
652,60,109,17116,76196,17116,0,0,0,59080,59080,0,0,0,55940,0,38824,0,0,497
653,65,105,17056,76301,17056,0,0,0,59245,59245,0,0,0,55940,0,38884,0,0,497
654,73,114,16991,76415,16991,0,0,0,59424,59424,0,0,0,55940,0,38949,0,0,497
655,68,122,16918,76537,16918,0,0,0,59619,59619,0,0,0,55940,0,39022,0,0,497
